price,class,weight,condition,taste grade,size,age,type,origin
1.81,4,441,3,11,358,6,Reed,South Africa
0.73,4,178,2,7,179,9,Hass,Chile
0.68,3,155,3,7,126,23,Pinkerton,Other
1.28,4,229,4,7,218,31,Hass,Israel
0.66,4,222,4,7,223,21,Gwen,Peru
0.83,3,115,3,6,104,34,Reed,South Africa
0.65,4,200,3,8,201,10,Hass,Chile
0.78,2,127,4,7,128,29,Reed,South Africa
0.85,5,181,3,7,182,35,Pinkerton,Spain
0.73,3,145,3,6,146,23,Pinkerton,Israel
0.82,2,117,3,7,118,6,Gwen,Peru
0.65,3,173,3,8,174,9,Gwen,Other
0.94,3,268,5,8,269,19,Pinkerton,Chile
0.99,3,126,4,7,127,28,Hass,Chile
0.57,3,102,5,6,103,20,Hass,Chile
0.68,5,197,4,7,198,9,Hass,Other
0.72,2,83,4,7,84,26,Gwen,South Africa
2.52,4,503,3,11,326,4,Pinkerton,UK
0.58,2,80,3,6,81,21,Pinkerton,Other
0.72,3,133,4,6,73,13,Gwen,Other
0.74,3,103,3,7,104,23,Pinkerton,South Africa
1.24,4,566,3,10,411,6,Gwen,Spain
1.05,3,233,3,9,142,5,Gwen,South Africa
0.85,3,154,5,6,78,24,Gwen,Chile
0.95,6,204,4,7,111,20,Reed,Peru
0.87,3,154,3,8,155,5,Hass,Other
0.57,4,192,4,7,123,18,Gwen,Peru
0.68,3,187,3,7,188,5,Hass,Spain
0.76,5,296,3,9,195,11,Reed,Spain
0.71,3,169,4,7,170,22,Reed,Israel
0.66,3,161,3,7,162,11,Hass,Israel
0.52,2,67,4,6,68,24,Hass,Peru
0.64,3,175.2,3,8,176.2,5,Reed,Peru
0.8,4,154,5,7,155,28,Hass,Spain
0.92,3,316,3,9,317,6,Pinkerton,Chile
0.96,3,257,3,8,258,12,Gwen,Israel
0.6,3,137,3,7,109,21,Pinkerton,Israel
0.62,2,86,5,5,87,26,Gwen,Spain
0.81,2,168,3,7,169,10,Reed,Israel
0.59,1,93,3,6,94,26,Gwen,Spain
0.7,4,182,5,7,116,19,Pinkerton,Spain
1.05,3,212,3,8,213,39,Gwen,Other
0.9,4,333,3,9,334,9,Pinkerton,Chile
0.74,3,252,3,7,186,6,Gwen,Israel
0.84,3,156,3,7,117,10,Pinkerton,Peru
1.01,5,225,3,8,136,21,Reed,UK
0.57,2,64,3,6,65,26,Hass,Peru
0.86,5,388,4,7,389,5,Hass,Peru
2.3,3,336,3,10,278,38,Hass,Spain
1.07,5,235,4,8,152,17,Reed,Peru
1.24,5,234,3,8,235,20,Gwen,Chile
0.8,3,143,3,8,144,6,Hass,Chile
0.75,3,192,3,7,193,7,Gwen,Peru
1.04,3,433,3,10,364,12,Gwen,Israel
0.72,2,79,4,6,80,24,Gwen,South Africa
0.9,4,235,3,8,136,21,Gwen,Israel
0.95,3,135,3,7,136,10,Pinkerton,Chile
0.84,3,147,4,8,148,21,Gwen,Other
0.95,6,168,2,7,169,36,Pinkerton,Israel
0.8,4,189,3,8,130,13,Gwen,Peru
0.96,4,203,4,8,204,20,Gwen,Other
1.12,4,176,4,8,177,38,Gwen,Other
0.78,3,195,3,7,136,19,Hass,Peru
0.64,4,144,3,6,109,34,Hass,Israel
0.93,3,223,3,8,127,17,Reed,Peru
0.61,3,118,3,7,119,25,Gwen,Spain
0.92,5,250,3,7,141,19,Gwen,Peru
1.55,3,268,5,9,183,19,Gwen,Israel
1,4,204,5,8,162,17,Gwen,Other
1.02,4,266,3,9,267,6,Reed,Peru
1.21,5,258,4,7,174,22,Hass,Peru
0.75,3,100,4,7,101,24,Gwen,Chile
0.85,3,133,3,8,115,4,Reed,South Africa
0.71,2,142,3,7,143,5,Pinkerton,Spain
0.57,2,128,5,6,129,36,Pinkerton,Other
0.7,5,220,4,7,141,16,Reed,Spain
0.86,3,180,3,8,145,14,Hass,Other
0.62,3,120,4,7,121,17,Pinkerton,Peru
0.8,4,184,4,6,109,30,Pinkerton,Chile
0.65,2,96,5,6,97,23,Hass,Israel
1.2,4,289,3,8,210,27,Gwen,South Africa
0.74,3,129,3,7,130,12,Reed,UK
0.7,2,114,3,6,115,36,Gwen,Israel
0.99,3,175,4,8,176,21,Pinkerton,Chile
1.1,4,258,4,9,259,14,Pinkerton,Israel
0.71,4,265,3,9,266,5,Pinkerton,South Africa
0.94,2,147,4,7,98,26,Hass,Other
0.75,3,164,3,7,165,20,Reed,Chile
0.61,1,62,3,6,63,31,Reed,Spain
0.62,3,144,3,7,145,14,Hass,South Africa
0.7,3,116,3,7,117,11,Reed,Spain
0.72,2,107,3,7,108,39,Hass,Spain
0.76,6,356,3,7,357,10,Gwen,Israel
0.67,3,172,4,7,173,19,Pinkerton,Other
0.79,3,153,5,8,154,21,Hass,Peru
0.59,3,127,4,7,128,13,Reed,Chile
0.75,3,151,3,7,152,16,Pinkerton,Peru
0.68,2,88,3,6,89,39,Gwen,Peru
0.83,5,202,5,7,133,36,Pinkerton,Chile
0.89,3,141,3,7,83,12,Gwen,Spain
0.5,3,86,3,6,87,22,Hass,Peru
0.61,3,86,3,6,87,22,Gwen,South Africa
0.8,3,121,4,7,122,37,Gwen,Israel
0.77,3,209,3,7,156,34,Hass,Israel
0.81,3,143,3,7,144,22,Hass,Other
0.71,6,212,4,7,107,12,Hass,South Africa
0.73,3,254,3,8,255,10,Pinkerton,Other
0.95,4,249,3,9,250,12,Reed,South Africa
0.64,2,67,5,6,68,20,Reed,Israel
0.68,2,132,3,7,133,8,Gwen,Spain
0.59,2,95,3,6,96,32,Reed,Peru
0.82,3,187,5,7,107,31,Pinkerton,Other
0.84,4,184,4,7,99,21,Hass,Peru
0.75,3,141,3,8,142,5,Reed,Israel
0.98,2,105,3,7,89,39,Hass,South Africa
0.79,2,140,3,8,141,21,Hass,Chile
0.78,3,163,3,8,133,8,Pinkerton,UK
0.69,3,190,3,8,191,8,Gwen,Peru
0.94,4,189,3,9,152,14,Pinkerton,South Africa
0.95,3,298,4,8,194,14,Pinkerton,South Africa
0.94,4,288.5,4,8,289.5,12,Reed,Other
0.61,3,198,3,8,199,10,Pinkerton,Peru
0.72,4,302,3,8,172,20,Pinkerton,Spain
0.96,4,298,3,9,299,6,Gwen,Spain
0.94,5,329,3,8,330,16,Pinkerton,Peru
0.92,3,158,4,7,119,23,Gwen,South Africa
0.67,3,209,4,8,137,11,Hass,Israel
0.69,3,110,4,7,111,18,Gwen,Israel
0.7,3,187,3,7,188,6,Reed,Peru
0.96,3,239,3,8,146,16,Gwen,Chile
0.64,3,132,3,7,133,9,Hass,South Africa
0.83,5,343,3,10,284,6,Hass,Israel
0.89,3,225,3,8,226,12,Hass,Peru
0.69,3,171,3,6,172,11,Pinkerton,Peru
0.7,4,216,3,9,217,11,Gwen,South Africa
0.81,3,140,3,8,141,19,Reed,South Africa
0.62,2,156,3,5,79,24,Reed,Israel
0.85,5,230,4,8,231,21,Reed,Other
0.6,2,82,5,6,83,22,Reed,Other
0.83,3,163,3,7,164,24,Hass,Peru
0.87,3,201,3,8,202,9,Hass,Peru
0.89,4,154,4,7,110,33,Hass,Spain
1.04,4,242,3,8,154,14,Reed,Chile
0.69,3,169,3,7,170,6,Hass,Israel
0.75,3,141,4,6,142,12,Reed,Spain
0.85,3,164,3,7,165,10,Gwen,Chile
1.01,3,220,5,8,151,14,Hass,Peru
0.87,3,129,3,8,101,5,Hass,Chile
0.73,3,106,4,7,107,17,Pinkerton,Peru
0.79,3,124,4,6,125,24,Gwen,Spain
0.63,2,128,3,7,129,24,Reed,South Africa
0.92,2,233,3,8,234,35,Reed,South Africa
0.95,3,236,4,8,137,24,Reed,Peru
0.87,4,221,4,8,118,8,Pinkerton,South Africa
1.47,4,367,4,10,368,11,Gwen,Israel
1.84,4,308,3,10,231,28,Reed,Israel
0.69,2,77,4,6,78,26,Hass,South Africa
0.64,4,260,3,8,142,20,Reed,Spain
0.64,4,122,3,6,123,26,Reed,South Africa
1.22,4,291,4,8,192,18,Gwen,Israel
0.73,3,115,3,7,116,22,Hass,Israel
0.65,3,170,3,8,171,8,Hass,Israel
0.85,3,122,4,7,123,19,Gwen,Israel
1.54,5,167,3,8,168,34,Reed,Spain
0.85,3,242,3,8,243,12,Gwen,Israel
1,3,261,3,9,262,11,Hass,South Africa
0.63,3,96,3,7,97,22,Hass,Chile
0.89,3,96,3,7,97,22,Pinkerton,South Africa
0.72,3,101,3,6,102,13,Gwen,South Africa
0.7,2,155,3,8,156,4,Pinkerton,Other
0.81,5,506.7,3,9,316.4,17,Reed,Chile
1.17,3,235,4,8,200,33,Gwen,Israel
0.7,3,131,3,7,132,7,Pinkerton,Spain
1.07,4,216,5,7,109,24,Gwen,Israel
0.7,4,251,3,8,162,14,Reed,Chile
0.81,3,89,3,7,76,31,Gwen,South Africa
0.71,2,112.9,3,7,113.9,22,Gwen,Other
0.86,4,198,3,8,135,13,Hass,South Africa
0.88,3,236,3,7,157,19,Pinkerton,South Africa
1.09,3,248,3,8,197,2,Hass,Chile
0.78,3,216,3,7,109,22,Hass,Peru
0.6,2,174,3,6,59,35,Hass,Other
0.93,4,243,3,8,244,7,Pinkerton,Spain
0.64,2,195,3,8,196,15,Hass,Other
0.78,2,91,3,7,92,39,Hass,Spain
0.82,4,236,5,6,119,32,Hass,South Africa
0.73,3,113,3,7,114,18,Gwen,Israel
0.93,3,215,3,8,216,8,Hass,Other
1.09,4,527,3,10,345,5,Gwen,Spain
0.91,3,130,4,7,131,18,Gwen,Other
0.78,3,105,3,7,85,26,Reed,Peru
0.58,4,138,3,7,120,31,Pinkerton,Israel
0.65,3,161,4,7,162,20,Hass,Chile
0.74,4,315,4,9,226,18,Hass,Spain
0.74,3,152,3,7,153,22,Hass,Other
0.88,3,199,3,9,200,9,Hass,Other
0.79,5,250,3,7,158,33,Hass,South Africa
0.8,3,189,4,7,124,16,Gwen,Other
0.8,5,184,4,7,155,26,Reed,South Africa
0.77,2,122,3,7,77,26,Gwen,Israel
0.81,2,137,3,8,109,4,Pinkerton,Israel
1.49,3,271,3,10,272,20,Gwen,Other
0.68,3,176,3,7,177,10,Reed,Israel
0.77,2,80,3,7,81,27,Gwen,UK
1.2,4,353,4,9,354,11,Gwen,Spain
1.08,3,178,4,9,140,31,Hass,Peru
0.71,4,261,3,8,262,4,Gwen,South Africa
0.76,3,185,3,7,186,18,Pinkerton,Chile
0.67,3,156,4,7,157,19,Gwen,Israel
0.77,3,127,3,7,128,21,Pinkerton,Chile
0.86,3,142,3,8,143,5,Reed,Other
1.07,6,288,3,7,289,13,Pinkerton,Spain
0.77,3,142,3,7,143,23,Hass,South Africa
1.29,3,164,5,6,151,33,Reed,Chile
0.92,3,173,4,7,174,21,Gwen,Spain
0.71,3,125,3,7,126,23,Reed,Israel
0.91,3,152,3,8,153,2,Pinkerton,Israel
0.82,3,182,3,8,183,7,Reed,South Africa
0.98,4,270,3,9,271,10,Pinkerton,Peru
0.92,3,182,5,8,183,24,Reed,Other
1.02,4,277,3,9,278,5,Pinkerton,South Africa
0.63,2,127,3,6,128,34,Reed,Peru
0.82,3,140,4,7,141,14,Hass,Other
0.83,3,182,3,8,125,13,Reed,Peru
0.92,2,187,3,8,188,6,Hass,Peru
0.86,4,136,3,7,137,25,Pinkerton,Peru
0.61,3,104,3,7,73,5,Reed,Peru
0.73,4,214,3,8,215,9,Hass,Israel
0.64,3,133,3,7,134,11,Reed,Peru
0.63,3,107,3,7,108,23,Pinkerton,Peru
0.69,3,137,3,8,138,4,Hass,South Africa
1.25,4,351,4,9,352,15,Hass,Israel
0.86,3,173,3,8,101,22,Reed,Spain
0.78,4,155,3,7,101,21,Reed,South Africa
1.02,4,328,3,9,329,8,Hass,Other
1.17,4,215,4,8,141,18,Gwen,South Africa
0.87,3,158,4,7,122,18,Hass,Peru
0.77,3,146,3,7,147,23,Hass,Peru
0.81,3,141,4,7,112,22,Hass,Spain
1.37,4,309,3,9,181,21,Hass,Chile
0.61,3,169,3,7,122,15,Hass,Other
1.03,4,287,3,9,288,13,Reed,Other
0.62,4,110,4,7,89,38,Reed,South Africa
0.87,3,231,3,8,159,12,Reed,Israel
1.53,5,349,4,10,195,17,Gwen,Chile
0.64,4,208,3,7,105,23,Hass,Other
0.9,4,223,4,7,123,21,Hass,Peru
0.7,5,171,3,7,108,21,Pinkerton,Chile
0.7,4,164,3,7,101,12,Hass,South Africa
0.64,3,160,4,7,161,9,Hass,Peru
1.02,3,285,3,10,286,11,Reed,South Africa
0.96,5,260,3,8,261,2,Reed,Peru
0.97,3,138,3,7,139,24,Gwen,Spain
0.78,4,132,4,7,95,26,Pinkerton,Israel
0.72,3,142,3,8,143,6,Reed,Peru
0.69,4,242,3,8,243,8,Gwen,Spain
1.07,4,260,5,8,197,24,Hass,Chile
0.67,2,84,4,6,85,34,Reed,Other
0.63,3,142,4,7,143,19,Pinkerton,South Africa
0.62,3,179,3,6,180,28,Reed,UK
0.68,3,179,3,6,180,28,Pinkerton,South Africa
0.87,2,134,3,7,90,27,Hass,Peru
0.67,2,101,3,7,102,15,Pinkerton,Other
0.87,3,164,3,8,165,13,Hass,South Africa
0.75,5,298,3,8,155,13,Gwen,Israel
0.75,3,137,3,7,114,31,Reed,Chile
0.93,3,219,4,8,220,31,Gwen,Israel
0.64,3,153,3,7,108,14,Hass,Spain
0.6,3,129,3,7,130,9,Reed,Peru
2.25,4,515,3,11,437,8,Hass,Peru
0.94,3,247,3,9,248,10,Gwen,Peru
1.49,1,181,4,8,124,18,Gwen,South Africa
0.9,4,223,4,7,119,13,Gwen,Peru
0.64,3,230,3,7,231,20,Gwen,Peru
0.87,3,203,4,8,204,10,Pinkerton,Peru
0.8,3,200,4,8,149,21,Pinkerton,Other
0.79,3,361,3,8,314,34,Reed,Israel
1.06,5,329,3,8,330,5,Hass,Spain
0.69,3,130,3,7,91,9,Gwen,Chile
0.72,5,188,3,6,137,34,Hass,Spain
0.74,4,217,3,7,218,8,Gwen,Chile
0.69,3,168,3,7,94,23,Pinkerton,Peru
0.68,3,119,4,7,120,20,Hass,South Africa
0.72,2,94,3,7,95,23,Gwen,Spain
0.72,2,101,3,7,68,6,Pinkerton,South Africa
0.82,3,129,4,7,130,19,Pinkerton,Israel
0.62,3,148,3,7,149,21,Hass,Other
0.55,2,90,2,6,91,27,Reed,South Africa
0.64,4,140,5,6,141,30,Gwen,South Africa
0.71,3,204,3,7,205,8,Reed,Peru
0.69,3,145,3,7,102,17,Gwen,Other
0.7,3,121,3,7,122,24,Hass,South Africa
0.72,2,180,5,7,125,11,Reed,Other
0.6,3,149,4,7,150,22,Pinkerton,Peru
0.63,3,124,5,6,125,22,Hass,Peru
1.02,3,263.2,3,10,264.2,7,Pinkerton,South Africa
0.98,3,215,4,9,216,14,Gwen,South Africa
0.87,3,171,3,7,102,24,Hass,Chile
0.81,3,153,3,7,154,7,Gwen,Other
0.63,4,163,3,7,164,6,Hass,Other
1.52,4,408,3,12,322,7,Reed,Chile
0.91,3,234,4,8,151,16,Pinkerton,Peru
0.78,3,100,4,7,101,18,Pinkerton,Other
0.72,0,229,3,8,230,12,Hass,Other
1.45,4,318,4,11,319,11,Pinkerton,Other
0.72,4,217,3,8,218,9,Hass,Other
1.12,4,302,5,9,303,21,Hass,Israel
0.63,3,133,3,7,134,7,Reed,Peru
0.71,4,172,4,8,173,18,Reed,Peru
1.11,4,254,5,8,183,37,Gwen,South Africa
0.63,0,181,3,7,182,6,Reed,Peru
0.72,3,141,5,7,142,20,Gwen,Israel
0.71,3,153,3,7,128,9,Pinkerton,Other
1.23,5,438,3,11,439,6,Reed,Spain
0.63,3,114,5,6,115,26,Pinkerton,Spain
1,5,211,4,7,126,25,Gwen,Peru
0.6,3,105,4,6,106,18,Reed,South Africa
0.81,3,160,3,8,161,18,Pinkerton,South Africa
0.71,3,143,3,7,144,23,Hass,Israel
0.67,4,199.6,3,7,200.6,4,Gwen,UK
0.71,4,153,5,6,92,24,Hass,Peru
0.65,2,100,3,6,101,23,Hass,Chile
1.18,4,253,5,8,136,22,Reed,Spain
0.6,3,97,3,7,98,15,Pinkerton,Peru
0.75,4,240,4,7,132,21,Reed,Spain
0.71,3,183,3,7,184,9,Reed,UK
0.73,3,213,3,7,130,12,Hass,South Africa
1.2,4,333,5,8,334,32,Gwen,Israel
0.64,2,56,3,6,57,25,Pinkerton,Chile
0.58,4,121,3,7,122,19,Reed,Spain
0.9,3,238,3,9,239,11,Reed,Israel
0.62,3,137,4,6,138,25,Reed,Other
0.66,3,137,4,6,138,25,Reed,South Africa
0.77,3,174,3,8,175,13,Hass,Spain
0.68,2,79,4,6,80,32,Hass,Peru
0.9,3,248,4,8,249,10,Pinkerton,Other
0.62,3,192,3,8,193,11,Gwen,South Africa
0.73,4,275,3,9,276,6,Hass,South Africa
0.78,2,88,3,7,89,37,Pinkerton,Peru
0.73,4,216,4,9,167,15,Hass,Israel
0.97,4,257,3,8,258,8,Reed,Chile
0.73,5,213,5,7,111,14,Pinkerton,South Africa
1.28,7,315,3,9,316,21,Hass,Other
0.65,3,178,4,7,128,18,Gwen,Other
0.64,4,191,4,7,192,20,Pinkerton,Israel
0.62,2,117,3,7,118,23,Hass,South Africa
0.9,2,90,3,7,91,25,Hass,Peru
0.91,5,265,3,7,141,20,Gwen,South Africa
0.69,2,117,3,6,99,38,Reed,Chile
0.83,3,263,3,9,264,10,Hass,Peru
0.7,4,215,3,8,135,9,Reed,Peru
0.81,3,143,4,7,144,19,Reed,Peru
0.7,3,96,4,6,97,37,Hass,Israel
0.95,4,264,3,8,145,24,Pinkerton,Israel
0.75,3,149,4,8,150,20,Hass,Israel
0.61,3,121,4,6,122,12,Reed,Peru
0.61,4,186,5,8,187,33,Reed,Spain
0.78,3,198,3,7,199,6,Pinkerton,South Africa
0.72,1,90,3,6,91,24,Pinkerton,Spain
0.76,1,90,3,6,91,24,Pinkerton,Chile
1.19,2,149,4,7,150,19,Pinkerton,South Africa
0.84,3,298,3,8,299,5,Gwen,Other
1.48,3,266,3,9,188,4,Hass,Spain
0.94,4,279,3,8,280,10,Gwen,Israel
1.08,4,280,3,9,281,7,Pinkerton,Spain
1.46,3,159,4,8,160,13,Hass,South Africa
1.78,4,324,4,9,209,22,Reed,Peru
1.18,3,213,4,8,214,10,Gwen,UK
0.71,3,151,3,6,152,26,Pinkerton,South Africa
0.81,3,175,3,7,176,18,Hass,Spain
1.15,4,401,3,10,402,5,Pinkerton,Israel
1.07,4,165,3,7,166,39,Hass,Chile
0.81,9,405,3,7,406,8,Reed,South Africa
0.78,3,132,3,7,133,22,Reed,South Africa
0.71,4,231,3,8,232,8,Pinkerton,South Africa
0.78,3,144,4,8,145,16,Reed,Spain
0.72,5,233,4,7,119,17,Gwen,Other
0.91,4,243,3,8,244,9,Hass,Spain
0.69,3,139,3,7,140,13,Reed,Israel
0.62,2,115,3,6,107,30,Hass,Peru
0.68,4,212,3,7,138,18,Pinkerton,South Africa
0.72,4,230,3,6,135,18,Hass,South Africa
1.37,4,332,3,10,333,11,Pinkerton,Other
0.8,4,240,3,7,241,8,Pinkerton,Spain
0.95,3,358,3,9,325,9,Hass,Israel
0.86,3,210,3,8,171,10,Pinkerton,South Africa
0.7,3,155,3,7,156,6,Gwen,Other
0.57,3,157,4,6,158,30,Hass,Peru
0.93,3,148,4,7,76,31,Hass,Israel
0.68,3,272,3,7,273,6,Reed,Israel
0.71,3,227,3,7,139,14,Pinkerton,South Africa
0.79,4,241,3,7,161,14,Pinkerton,Other
0.86,4,273,3,9,175,8,Reed,South Africa
0.66,3,154,4,7,155,11,Reed,Chile
1.07,5,312,3,11,313,11,Gwen,Israel
0.86,2,148,3,7,94,35,Reed,Other
0.59,3,86,5,6,87,17,Reed,Israel
1.05,4,218,3,8,219,7,Reed,Chile
0.67,3,130,5,7,131,29,Pinkerton,Other
1.01,4,342,3,9,343,5,Reed,Peru
0.7,3,213,3,8,158,11,Hass,Peru
0.85,4,230,4,8,231,9,Reed,Other
0.81,4,256,3,7,149,14,Reed,Other
0.88,2,104,3,7,105,23,Hass,Peru
0.9,4,308,3,10,309,10,Pinkerton,Chile
0.8,4,267,4,8,162,15,Gwen,UK
0.8,4,327,4,8,273,12,Gwen,Other
0.86,4,261,3,8,262,7,Pinkerton,Israel
0.87,3,246,4,8,247,13,Gwen,Peru
0.86,2,193,3,8,194,10,Gwen,Israel
0.92,3,122,3,6,123,38,Gwen,South Africa
0.74,4,203,5,7,134,17,Pinkerton,Israel
1.1,3,242,5,9,151,14,Gwen,Chile
0.67,3,187,3,7,188,5,Gwen,South Africa
1.24,3,302,3,10,273,17,Pinkerton,Spain
1.09,4,288,3,8,206,22,Pinkerton,Other
0.77,4,181,4,7,182,8,Gwen,Peru
0.91,4,259,3,9,260,10,Gwen,Peru
1.24,5,383,3,9,384,2,Hass,Spain
1.41,3,325,3,10,227,5,Gwen,South Africa
0.82,4,276,4,9,213,14,Reed,Chile
0.64,2,122,3,6,123,26,Gwen,Spain
0.67,3,128,3,7,129,6,Gwen,South Africa
0.6,3,77,3,4,78,26,Hass,Spain
0.67,3,152,4,7,153,17,Pinkerton,Israel
0.97,4,208,5,8,209,22,Gwen,Israel
0.69,1,57,2,5,58,34,Reed,South Africa
0.83,4,150,3,7,84,38,Hass,Peru
0.94,2,251,3,10,252,10,Gwen,Israel
0.66,4,198,3,7,199,17,Hass,Spain
0.89,3,250,3,8,251,7,Reed,Spain
0.93,4,272,3,9,273,10,Pinkerton,Other
0.88,2,91,3,5,92,22,Reed,Peru
0.86,3,148,3,7,149,15,Pinkerton,Israel
0.73,4,247,4,7,128,15,Gwen,Peru
0.8,2,165,3,7,110,20,Hass,Spain
0.9,3,170,3,8,171,18,Hass,Peru
0.98,2,199.5,4,8,200.5,10,Pinkerton,Israel
0.72,2,128,4,6,65,34,Hass,South Africa
0.91,4,298,3,9,299,6,Pinkerton,Israel
0.92,3,173,3,7,149,26,Gwen,South Africa
1.29,3,242,3,10,185,5,Reed,Peru
0.89,3,280,3,8,233,8,Gwen,Israel
0.65,5,140,5,7,91,22,Gwen,South Africa
1.02,4,207,5,7,119,26,Gwen,Israel
0.73,1,75,4,4,56,25,Reed,Other
0.75,3,146,3,7,147,22,Pinkerton,South Africa
0.91,5,214,3,8,123,19,Gwen,Peru
0.52,2,74,3,6,75,26,Reed,Chile
0.7,1,41,2,4,42,22,Gwen,Peru
0.68,2,157,4,7,158,22,Pinkerton,Israel
1.07,5,286,3,9,287,5,Gwen,Spain
0.79,3,140,3,8,141,12,Reed,South Africa
0.99,3,270,3,8,157,24,Pinkerton,Peru
1.14,5,446,3,9,334,8,Hass,Other
0.92,7,267,4,8,233,24,Hass,South Africa
0.59,3,152,4,7,153,18,Pinkerton,Spain
0.69,3,152,4,7,153,18,Reed,Peru
0.94,2,166,5,7,113,38,Hass,Israel
0.69,2,86,3,7,87,24,Gwen,Other
0.89,2,234,4,7,129,22,Reed,Other
0.91,4,211,4,8,212,14,Gwen,South Africa
0.58,3,101,3,7,102,22,Reed,South Africa
0.88,3,233,3,8,234,11,Reed,Chile
4.26,4,643,3,12,644,6,Reed,Chile
0.79,3,161,4,8,132,20,Gwen,Other
0.62,3,146,4,7,147,13,Gwen,Other
0.69,5,290,4,7,196,28,Reed,Peru
0.75,3,126,3,7,127,23,Pinkerton,Peru
0.62,2,121,3,7,122,22,Hass,Peru
1.65,5,342,3,10,343,5,Reed,Chile
0.71,4,212,3,7,213,6,Gwen,Israel
1.28,3,246,3,10,247,9,Hass,Peru
1.22,3,379,3,11,380,9,Reed,Peru
1.02,4,235,3,10,236,11,Hass,Israel
0.77,2,62,5,6,63,36,Hass,Peru
0.86,3,192,4,7,135,19,Pinkerton,South Africa
0.64,3,105,4,7,106,20,Hass,South Africa
0.64,3,136,4,7,137,18,Pinkerton,Spain
0.67,3,118,3,6,119,25,Reed,Peru
0.9,4,156,4,7,118,27,Pinkerton,Chile
1.07,4,330,3,8,331,12,Gwen,Peru
0.8,2,110,3,7,76,5,Reed,Israel
0.67,3,177,3,7,110,22,Gwen,Peru
0.65,3,120,3,6,81,23,Reed,Peru
0.73,2,133,3,8,134,12,Hass,Other
0.7,3,157,4,8,158,20,Hass,Peru
0.64,2,161,3,7,162,23,Gwen,Israel
0.54,3,110,3,7,111,14,Gwen,Spain
0.84,4,181,5,7,182,15,Gwen,Israel
0.9,3,293,3,8,245,8,Hass,Spain
0.93,3,178,4,8,179,35,Hass,Peru
1.26,3,305,5,8,196,23,Hass,Peru
0.77,3,154,3,8,155,5,Reed,Israel
0.64,3,138,3,7,139,20,Reed,South Africa
0.81,3,189,3,8,190,15,Gwen,South Africa
0.59,3,157,3,7,158,10,Gwen,Israel
0.75,5,254,3,7,149,19,Gwen,South Africa
0.81,3,152,4,7,101,22,Reed,South Africa
1.36,4,278,3,9,279,5,Gwen,Other
0.76,2,173,4,6,174,25,Pinkerton,Other
0.63,5,234,3,7,118,23,Reed,South Africa
0.75,3,130,4,6,131,26,Reed,Israel
0.85,2,142,4,7,143,26,Hass,Chile
0.77,3,147,5,7,148,13,Reed,Peru
1.19,4,285,3,9,286,7,Pinkerton,South Africa
1.02,3,236,3,8,157,31,Hass,Other
0.66,3,161,3,7,162,31,Reed,South Africa
0.72,3,242,5,7,122,24,Reed,Israel
0.81,3,147,3,8,118,5,Hass,Spain
0.76,3,141,3,6,142,9,Hass,South Africa
0.66,3,184,3,8,185,12,Reed,UK
0.68,4,245,3,8,246,10,Hass,Chile
1.02,3,150,5,7,86,27,Gwen,Chile
0.87,3,208,3,7,129,23,Gwen,Peru
1.04,3,277,3,9,278,11,Reed,South Africa
0.77,3,237,3,8,238,5,Reed,Chile
0.84,3,300,3,7,198,7,Hass,Chile
1.69,6,443,3,10,269,19,Hass,Other
0.9,4,155,5,7,156,25,Pinkerton,Chile
0.91,4,229,4,8,156,20,Pinkerton,Israel
0.78,4,256,3,9,257,5,Gwen,South Africa
0.62,3,124,4,7,125,16,Gwen,Spain
1.02,4,259,3,9,260,5,Pinkerton,South Africa
0.85,3,137,3,7,138,38,Reed,South Africa
0.88,2,136,4,7,69,32,Hass,Peru
0.71,3,206,4,8,161,13,Gwen,Peru
0.64,3,112,5,7,113,15,Reed,Peru
0.64,4,163,5,7,164,26,Hass,South Africa
0.64,3,159,5,6,160,37,Gwen,Israel
1.09,4,248,3,7,140,23,Gwen,Peru
1.45,4,270,3,9,271,5,Gwen,Peru
0.8,3,193,3,7,112,15,Hass,Peru
0.93,4,249,3,8,250,6,Reed,Spain
0.78,2,100,3,6,101,37,Hass,Spain
0.98,4,213,3,9,214,15,Reed,Chile
0.86,2,106,4,7,97,31,Reed,Israel
0.72,3,173,3,7,174,7,Pinkerton,UK
0.68,4,281,3,9,282,7,Reed,Chile
0.79,2,88,3,7,89,27,Reed,Peru
0.73,3,104,3,7,105,23,Reed,Chile
0.82,2,183,5,7,94,25,Reed,Other
1.24,4,180,3,8,181,12,Hass,Other
0.81,5,246,5,7,135,36,Pinkerton,Spain
0.74,3,167,3,7,168,7,Hass,Israel
0.87,4,266,4,8,176,14,Gwen,Spain
0.74,3,285,3,9,286,8,Hass,Peru
0.7,2,82,4,7,83,26,Gwen,Spain
0.96,4,235,5,8,150,20,Hass,Israel
0.63,3,148,3,7,149,13,Pinkerton,South Africa
0.79,6,293,4,8,174,18,Gwen,Peru
0.56,3,125,2,7,104,24,Hass,Spain
0.95,4,276,4,8,179,27,Reed,South Africa
0.98,3,238,3,9,239,2,Reed,Peru
0.96,3,173,4,7,174,11,Hass,Spain
0.93,3,167,4,8,168,20,Pinkerton,Spain
0.75,4,215,3,8,216,10,Pinkerton,Israel
0.84,2,93,3,6,74,34,Hass,Israel
0.75,1,62,3,6,63,40,Pinkerton,Peru
